Handle,Title,Vendor,Product Category,Type,Tags,Description,Features,Specifications,Material,Color,Length,Width,Height,Variant SKU,Variant Price,Image Src,Variant Image,All URLs,SEO Title,SEO Description
artiss-tempered-glass-round-coffee-table-beige,Artiss Tempered Glass Round Coffee Table - Beige,Artiss,,Dining Room Furniture,"Brand_Artiss, Price Range_$101-$200, Type_Coffee Tables",PRODUCT DESCRIPTION,tempered glass dining table with faux wood grain texture of Crossed metal legs | Artiss coffee table with tempered glass top of 8mm | Heavy-duty fixings for sturdiness | Feet pads that are of Anti-scratch grade | Round coffee table glass top that is easy to clean | Easy assembly for added convenience | Tabletop with the Tempered glass | The base is of Metal | Overall dimension is 80cm x 80cm x 42cm | 1 x Coffee Table | 1 x Assembly Instructions,Tabletop with the Tempered glass | The base is of Metal | Overall dimension is 80cm x 80cm x 42cm,Tempered Glass | Metal | Glass | Wood,Beige | Precious,80,80,42,DINING-B-T16-TP,152.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/DINING-B-T16-TP-00.jpg?v=1756962688,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/DINING-B-T16-TP-00.jpg?v=1756962688,Artiss Round Dining Table | Best Tempered Glass Dining Table for Sale,Best Coffee Table Glass Top | Round Dining Table by Artiss features metal legs & wood finish. Get the best deals on artiss coffee table & round glass dining table set on EasyMart.
artiss-coffee-table-storage-drawer-open-shelf,Artiss Coffee Table Storage Drawer Open Shelf Wooden Legs Scandinavian White,Artiss,Uncategorized,Living Room Furniture,"Brand_Artiss, Color_White, Price Range_$101-$200, Type_Coffee Tables",PRODUCT DESCRIPTION,"Scandinavian inspired Artiss Coffee Table Storage Drawer | Sturdy construction white coffee table with drawers unit | Solid pine wood legs of wooden coffee table with drawers ensure durability | Open shelves Artiss Coffee Table Storage Drawer | 1 pull-out drawer with Anti-rust runners | Cut-out handle | Heavy-duty fixings | Easy assembly Artiss Coffee Table Storage Drawer | Brand is Artiss | Material is Particleboard | Leg material is Pinewood | Weight capacity is Tabletop 60kg, shelf 10kg, drawer 5kg | Tabletop thickness is 15mm | Overall dimensions is 100cm x 48cm x 45cm | Colour is White and wooden | 1 x Artiss Larin Coffee Table | 1 x Assembly Manual","Brand is Artiss | Material is Particleboard | Leg material is Pinewood | Weight capacity is Tabletop 60kg, shelf 10kg, drawer 5kg | Tabletop thickness is 15mm | Overall dimensions is 100cm x 48cm x 45cm | Colour is White and wooden",Wooden | Wood | Pine,White | Natural | Pine,100,48,45,FURNI-E-SCAN-COF02-WH,87.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-27T112245.681.jpg?v=1756962689,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-27T112245.681.jpg?v=1756962689,Artiss Coffee Table with Drawers | Best coffee table storage for sale,Our coffee table with drawers offers spacious tabletop & storage spaces for your living room activities. Shop white coffee table with shelves from our vast online collection.
artiss-4-panel-wooden-room-divider-natural-black,Artiss 4 Panel Wooden Room Divider,Artiss,,Living Room Furniture,"Color_Black, Color_Natural, Price Range_$101-$200, Type_Room Divider",PRODUCT DESCRIPTION,"Artiss 4 Panel Wooden Room Divider fit for Dividing rooms, creating privacy sections | Solid Pinewood composition | Metal hinges Two-way | Fabric screen- Non-woven Environmentally friendly material | Foldable panels save space | Easy to store | Material is Solid Pine wood &amp; non-woven fabric screen | Colour is Natural | Overall dimensions is 174cm x 178.5cm | 1 x 4 Panels Divider | 1 x Assembly Manual",Material is Solid Pine wood &amp; non-woven fabric screen | Colour is Natural | Overall dimensions is 174cm x 178.5cm,Wooden | Fabric | Metal | Wood | Pine,Natural | Pine,,,,RD-4019-4P-NT,120.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-27T104344.604.jpg?v=1756962690,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-27T104427.856.jpg?v=1756962690,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-27T104344.604.jpg?v=1756962690 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-27T104427.856.jpg?v=1756962690,Modern Partition for Living Room | Best Room Divider Screen by Artiss ,Make better use of your space with stylish folding screen room divider & room separator. Check out the elegant artiss room divider screen available on our web store.
4-x-artiss-dining-chairs-dark-grey,4 X Artiss Dining Chairs Dark Grey,Artiss,,Living Room Furniture,"Brand_Artiss, Color_Dark Grey, Price Range_$101-$200, Type_Dining Chairs",PRODUCT DESCRIPTION,Soft velvet | 150kg capacity | Solid iron legs | Wide comfortable seat | Sturdy fixings | Anti-slip design | Easy to assemble | Seat material: Velvet | Frame material: Iron legs | Overall dimension: 45cm x 43cm x 84cm | Seat height: 44cm | Quantity: 4 | Colour: Dark grey | 4 x Dining ChairsAssembly | 1 x Manual,Seat material: Velvet | Frame material: Iron legs | Overall dimension: 45cm x 43cm x 84cm | Seat height: 44cm | Quantity: 4 | Colour: Dark grey,Fabric | Velvet | Linen | Iron,Grey,45,43,84,MO-DIN-01-VEL-GYX4,150.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/MO-DIN-01-VEL-GYX4-00.jpg?v=1756962692,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/MO-DIN-01-VEL-GYX4-00.jpg?v=1756962692,Artiss Grey Dining Chairs | Best Dining Room Chairs for Sale Online,Artiss modern dining room chairs are spacious & sturdy. They have neutral hues to match your current internal decor. Shop modern dining chairs set of 4 online from our store.
artiss-display-shelf-8-cube-storage-4-door-cabinet,Artiss Display Shelf 8 Cube Storage 4 Door Cabinet Organiser Bookshelf Unit White,Artiss,,Bookcase,"Brand_Artiss, Color_White, Price Range_$101-$200",PRODUCT DESCRIPTIONS,8-cube wooden display shelf with 4 doors and 4 open cubes | Shop display shelves Magnetic door catches | Cut-out handles ensuring better design | Sturdy construction | Easy assembly | Brand is Artiss | Material is Particleboard | Finish is Paper veneer | Per shelf weight capacity is 10kg | Overall dimensions is 119cm x 60cm x 29.5cm | Colour is White | 1 x Artiss Cube Display Shelf | 1 x Assembly Manual,Brand is Artiss | Material is Particleboard | Finish is Paper veneer | Per shelf weight capacity is 10kg | Overall dimensions is 119cm x 60cm x 29.5cm | Colour is White,Wooden | Veneer,White,119,60,29.5,FURNI-E-CUB9-WH,80.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-27T095254.366.jpg?v=1756962694,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-27T095254.366.jpg?v=1756962694,Artiss Display Shelf | Best Book Display Shelf for Online Sale ,Wall Display Shelves by Artiss help you organize books & decorative items in the living room & reduce clutter. Shop display shelves from our store available in various sizes.
artiss-coffee-table-wooden-rustic-vintage-storage,Artiss Coffee Table Wooden Rustic Vintage Storage Shelf Metal Frame Black,Artiss,,Living Room Furniture,"Brand_Artiss, Color_Dark Wood, Price Range_$101-$200, Type_Coffee Tables",PRODUCT DESCRIPTION,Industrial style Artiss wooden small table Storage | Open shelf storage with Timber veneer | Anti-rust powder-coated-steel | Anti-slip base for no fall | Sturdy construction | Easy assembly | Brand is Artiss | Material is Particle board and steel | Top thickness is 15mm | Overall dimensions is 93cm x 55cm x 45cm | Colour is Dark wood tone and black | 1 x Artiss Coffee Table | 1 x Assembly Manual,Brand is Artiss | Material is Particle board and steel | Top thickness is 15mm | Overall dimensions is 93cm x 55cm x 45cm | Colour is Dark wood tone and black,Particle Board | Wooden | Veneer | Steel | Metal | Wood,Black | Natural | Rustic | Vintage,93,55,45,LC-FURNI-COF01-WD,80.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-27T092806.883.jpg?v=1756962695,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-27T092806.883.jpg?v=1756962695,Best Coffee Tables for Sale | Metal and Wood Coffee Table,Artiss metal & wooden small table for living room is pure craftsmanship. Add function & fashion to your place with best coffee tables available for sale online.
artiss-set-of-2-dining-chair-cayes-french-provincial-chairs,Artiss Set of 2 Dining Chair CAYES French Provincial Chairs Wooden Fabric Retro Cafe,Artiss,,Dining Room Furniture,"Brand_Artiss, Color_Beige, Color_Grey, Price Range_$201-$300, Price Range_$301-$400, Type_Dining Chairs","You will fall for the charm of the chairs that present the oozing myriads of class and sophistication. The dining chair with upgraded quality amber taupe linen and the 13cm high resilience foam and rubberwood frame make these chairs the best. Besides, with these chairs, you can also get the tufted button design of the backrest. Curved back legs can add up to the overall charisma.",French Provincial Cayes Dining Chair with 13cm thick seat cushioning | Tufted button design of Artiss dining chairs to make them sleek | French country dining chair with high resilience foam for better comfort levels | Solid rubberwood legs w/ floor protectors with fabric dining chairs for no chances of scratch and falls | Seat material: 100% Polyester for BEIGE and Soft velvet for GREY | Leg material: Rubberwood legs | Overall dimensions: 89 x 65 x 52.5cm | Quantity: 2pcs | Colour: Cream Beige and Grey | 2 x Artiss Dining Chair | 1 x Assembly Manual,Seat material: 100% Polyester for BEIGE and Soft velvet for GREY | Leg material: Rubberwood legs | Overall dimensions: 89 x 65 x 52.5cm | Quantity: 2pcs | Colour: Cream Beige and Grey,Polyester | Wooden | Fabric | Velvet | Linen | Foam,Grey | Beige | Cream,89,65,52.5,UPHO-C-DIN470-VEL-GYX2,210.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/1_83.jpg?v=1756962697,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/1_83.jpg?v=1756962697,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/1_83.jpg?v=1756962697 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/1_83.jpg?v=1756962697,Artiss Fabric Dining Chairs | French Country Dining Chairs in Australia,Artiss Dining Chair Set of 2 is a wooden fabric retro chair that adds charm to your place. Check our fabric dining chairs to find the best french country dining chair. 
artiss-3-piece-dining-set-natural,Artiss 3 Piece Dining Set - Natural,Artiss,,Dining Room Furniture,"Brand_Artiss, Price Range_$101-$200, Type_Dining Set","The 3 piece dining table set is the best fit for discerning homeowners who are in love with something out of the norm for the dining area. Durable particleboard construction with the tabletop and chairs can last even with robust use. Besides, with it, you can also get smooth melamine walnut finishes. The most attractive part of the natural wood dining table set is the tabletop and chair seats. Easy to clean and maintain chairs and table dining set is the best fit for providing a stunning look. A Black reinforced steel frame keeps the set sturdy and stable. Moreover, you can also benefit from the heavy-duty fixings inspiring great confidence in the practicality. Overall, the strength of this beautiful retro dining room furniture is something that will stand out.",Industrial design dining set with the Particleboard construction | The reinforced steel frame of small dining table and chairs for the maximum durability | Powder-coated metal pipe legs to make it durable | Heavy-duty steel fixings for enhanced support | The smooth surface finish of cheap dining table set for the amazing appeal | Table top: Particle board with Melamine finish | Legs: Metal | Top thickness: 1.5cm | Overall dimension: 70 x 70 x 76cm | Colour: Natural and White | Material: Particleboard | Backrest and legs: Metal | Overall dimension: 40 x 38.5 x 86cm | Colour: Natural and White | 1 x Machal Dining Table | 2 x Machal Dining Chairs,,Particle Board | Melamine | Walnut | Steel | Metal | Wood,Black | White | Natural | Walnut,70,70,76,MET-DESK-356-OA,100.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/MET-DESK-356-OA-00.jpg?v=1756962698,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/MET-DESK-356-OA-00.jpg?v=1756962698,Artiss Natural Wood Dining Table | Best Dining Room Furniture,"Artiss Dining Room Furniture | Our 3 piece dining table set & natural wood dining table & chairs are sturdy for robust use. Shop for a cheap dining table set from our web store.

"
artiss-wooden-shoe-organiser-natural,Artiss Wooden Shoe Organiser - Natural,Artiss,,Living Room Furniture,"Brand_Artiss, Color_Natural, Price Range_$101-$200, Type_Shoe Bench, Type_Shoe Rack",PRODUCT DESCRIPTION,"Artiss shoe cabinet Bench and shoe rack with Stylish and contemporary design | Eco-friendly material composition | Fabric bench that is durable and practical | Sturdy construction Artiss Wooden Shoe Organiser | Easy to clean, Easy to assemble | Stores 9 pairs of shoes | Brand is Artiss | Material is E2 Particleboard with Paper Veneer | Seat weight capacity is 100kg | Seat cushion thickness is 4cm | Overall dimension is 80 x 30 x 46cm | Colour is Natural | Assembly required is Yes | Number of packages is 1 | 1 x Artiss Bench Shoe Rack | 1 x Assembly Manual",Brand is Artiss | Material is E2 Particleboard with Paper Veneer | Seat weight capacity is 100kg | Seat cushion thickness is 4cm | Overall dimension is 80 x 30 x 46cm | Colour is Natural | Assembly required is Yes | Number of packages is 1,Wooden | Fabric | Veneer,White | Natural,80,30,46,FURNI-G-BENCH-145-NT,92.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/FURNI-G-BENCH-145-NT-00.jpg?v=1756962704,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/FURNI-G-BENCH-145-NT-00.jpg?v=1756962704,Modern shoe rack & Shoe Storage Cabinet by Artiss for Sale,Set the messy entrances & hallways in order with functional  & modern shoe rack cabinets by Artiss. Transform the clutter to neat storage with artiss shoe cabinets for sale.
artiss-4-panel-foldable-wooden-room-divider-white,Artiss 4 Panel Foldable Wooden Room Divider - White,Artiss,,Living Room Furniture,"Brand_Artiss, Color_White, Price Range_$101-$200, Type_Room Divider",PRODUCT DESCRIPTION,"Construction is made entirely of Paulownia wood. | Non-toxic and environmentally friendly | Crack, water, and corrosion resistance | Waterproof, fade-resistant, and breathable | Panels that can be folded | Adaptable and mobile | Long-lasting and durable | Metal hinges with two directions | Lightweight | Clean breeze. | Paulownia wood frame | Water-based paint with an eco-friendly finish | 40cm in width per panel | 162.5cm (W) x 8cm (D) x 170cm (Overall Dimensions) (H) | White in color. | 1 x 4 Panel Divider",Paulownia wood frame | Water-based paint with an eco-friendly finish | 40cm in width per panel | 162.5cm (W) x 8cm (D) x 170cm (Overall Dimensions) (H) | White in color.,Wooden | Metal | Wood,White,,,,RD-B-0539-4P-WH,113.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/RD-B-0539-4P-WH-00.jpg?v=1756962705,,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/RD-B-0539-4P-WH-00.jpg?v=1756962705,Artiss Modern Room Divider Screens for Stylish Room Partitions,"Create unique zones in your home in a stylish way with room separator & modern partitions for living room. Check out folding screen room dividers to find the best pick.

"
artiss-room-divider-8-panel-dividers-privacy-screen,Artiss Room Divider 8 Panel Dividers Privacy Screen Rattan Wooden Stand,Artiss,,Living Room Furniture,"Brand_Artiss, Color_Black, Price Range_$201-$300, Type_Room Divider",PRODUCT DESCRIPTION,"Constructed entirely of New Zealand pine wood. | Eco-friendly and non-toxic hand-woven rattan | Crack, water, and corrosion resistance | Water-resistant, fade-resistant, and breathable | Panels that can be bent | Adaptable and mobile | Long-lasting and durable | Metal hinges with two directions | Lightweight | Cleaning is a breeze. | Pine wood from New Zealand was used for the frame. | Rattan rattan rattan rattan rattan rattan rat | Water-based paint is used as a finish. | 40cm in width per panel | 326cm (W) x 2cm (D) x 170cm (Overall Dimensions) (H) | 2 x 4 Panels Divider | 1 x Manual",Pine wood from New Zealand was used for the frame. | Rattan rattan rattan rattan rattan rattan rat | Water-based paint is used as a finish. | 40cm in width per panel | 326cm (W) x 2cm (D) x 170cm (Overall Dimensions) (H),Wooden | Rattan | Metal | Wood | Pine,Black | Pine,,,,RD-C-8001-8P-BK,135.00,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-26T173347.035.jpg?v=1756962706,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-26T173347.035.jpg?v=1756962706,https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-26T173347.035.jpg?v=1756962706 | https://cdn.shopify.com/s/files/1/0255/8191/2144/products/NewProject-2021-05-26T173347.035.jpg?v=1756962706,Modern Room Divider Screen for Privacy | Best Room Separator for Sale,Bring home artiss room divider & folding screen room divider to create an instant private zone. Shop online to find the best suited modern partition for living room.
